Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
14935,Sense and Sensibility,Jane Austen,"Austen, Jane","Tony Tanner, Juliet Stevenson, Sam Ngo, Sara Singh, Rosalind Ballaster, Ros Ballaster","=""""","=""""",5,4.08,Penguin Books,Paperback,409,2003,1811,,2020/02/28,classics_read,classics_read (#14),read,,,,1,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,"=""0451529308""","=""9780451529305""",5,4.11,Signet Classics,Paperback,449,2004,1869,,2020/02/26,classics_read,classics_read (#5),read,,,,1,,,0,,,,,
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",5,3.97,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/02/26,classics_read,classics_read (#6),read,,,,1,,,0,,,,,
8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,"Kaku, Michio",,"=""0385530803""","=""9780385530804""",5,4.00,Doubleday,Hardcover,416,2011,2011,2019/01/01,2021/01/01,science,science (#20),read,,,,1,,,0,,,,,
2094,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0553804367""","=""9780553804362""",4,4.23,Bantam,Hardcover,176,2005,1988,,2021/01/01,science,science (#17),read,,,,1,,,0,,,,,
2095,The Universe in a Nutshell,Stephen Hawking,"Hawking, Stephen",,"=""055380202X""","=""9780553802023""",4,4.17,Bantam,Hardcover,216,2001,2001,,2021/01/01,science,science (#15),read,,,,1,,,0,,,,,
33418,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",Michio Kaku,"Kaku, Michio",,"=""1400033721""","=""9781400033720""",5,4.20,Anchor,Paperback,361,2006,2004,,2021/01/01,science,science (#18),read,,,,1,,,0,,,,,
33426,"Hyperspace: A Scientific Odyssey Through Parallel Universes, Time Warps, and the Tenth Dimension",Michio Kaku,"Kaku, Michio",,"=""0192861891""","=""9780192861894""",5,4.13,Oxford Univ Pr (T),Paperback,359,1995,1994,,2021/01/01,science,science (#19),read,,,,1,,,0,,,,,
100006,Schrödinger's Kittens and the Search for Reality: Solving the Quantum Mysteries,John Gribbin,"Gribbin, John",Mark Evan Chimsky,"=""0316328197""","=""9780316328197""",5,4.06,Back Bay Books,Paperback,272,1996,1984,,2021/01/01,science,science (#12),read,,,,1,,,0,,,,,
215788,"The Search for Superstrings, Symmetry, and the Theory of Everything",John Gribbin,"Gribbin, John",,"=""0316326143""","=""9780316326148""",4,3.86,Back Bay Books,Paperback,224,2000,1998,,2021/01/01,science,science (#11),read,,,,1,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.18,Crown Publishing Group (NY),Paperback,544,2004,2003,,2021/01/01,science,science (#13),read,,,,1,,,0,,,,,
1676740,The Beat of a Different Drum: The Life and Science of Richard Feynman,Jagdish Mehra,"Mehra, Jagdish",,"=""0198539487""","=""9780198539483""",5,4.16,"Oxford University Press, USA",Hardcover,662,1994,1994,,2021/01/01,science,science (#3),read,,,,1,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",4,3.96,Riverhead Books,Hardcover,81,2016,2014,2021/01/05,2021/01/01,science,science (#4),read,,,,1,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",5,4.07,W. W. Norton  Company,Hardcover,208,2017,2017,2021/03/09,2021/02/19,"favorites, science","favorites (#8), science (#1)",read,,,,1,,,0,,,,,
14290364,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,"=""0399256776""","=""9780399256776""",4,4.32,Putnam Juvenile,Hardcover,369,2013,2013,2021/04/21,2021/04/18,,,read,"Ending was disappointing. It could’ve been better. Even from the end of the second book, I had a feeling that the third book was not entirely necessary. Many things looked like they have already been told in the first two books. Yes we do get to see some interesting developments here but I couldn’t help but think if a duology would have sufficed. ",,,1,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""0312642962""","=""9780312642969""",5,4.25,Feiwel & Friends,Hardcover,454,2013,2013,2021/04/09,2021/04/07,favorites,favorites (#5),read,,,,1,,,0,,,,,
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,"=""1250311446""","=""9781250311443""",5,4.30,Feiwel & Friends,ebook,560,2018,2018,2021/04/16,2021/04/10,favorites,favorites (#6),read,,,,1,,,0,,,,,
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,"=""0399256768""","=""9780399256769""",5,4.24,Putnam Juvenile,Hardcover,371,2013,2013,2021/04/20,2021/04/18,favorites,favorites (#7),read,,,,1,,,0,,,,,
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.04,Henry Holt and Company,Hardcover,422,2014,2014,2021/03/10,2021/03/10,favorites,favorites (#1),read,,,,1,,,0,,,,,
52861201,"From Blood and Ash (Blood And Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457009""","=""9781952457005""",0,4.30,Blue Box Press,Paperback,613,2020,2020,,2021/04/10,"try_it_later, to-read","try_it_later (#2), to-read (#89)",to-read,,,,0,,,0,,,,,
44054122,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,"=""006267644X""","=""9780062676443""",0,3.80,HarperCollins,ebook,480,2020,2020,,2021/04/21,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676393""","=""9780062676399""",0,4.17,HarperTeen,Hardcover,357,2019,2019,,2021/04/21,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676369""","=""9780062676368""",0,4.15,HarperCollins,Hardcover,435,2018,2018,,2021/04/21,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",0,4.38,HarperCollins ,Kindle Edition,421,2014,2014,,2021/04/21,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
13623150,"Destroy Me (Shatter Me, #1.5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062208195""","=""9780062208194""",0,4.17,Harper,ebook,111,2012,2012,,2021/04/21,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085530""","=""9780062085535""",0,4.18,HarperCollins ,Hardcover,461,2013,2013,,2021/04/21,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
37642300,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""""","=""""",0,3.92,HarperCollins,Kindle Edition,357,2017,2011,,2021/04/21,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",4,4.16,Putnam Juvenile,Hardcover,305,2011,2011,2021/04/18,2021/04/18,,,read,,,,1,,,0,,,,,
28588345,"The Midnight Star (The Young Elites, #3)",Marie Lu,"Lu, Marie",,"=""0399167854""","=""9780399167850""",0,4.12,G.P. Putnam's Sons Books for Young Readers,Hardcover,316,2016,2016,,2021/04/18,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
23846013,"The Rose Society (The Young Elites, #2)",Marie Lu,"Lu, Marie",,"=""0399167846""","=""9780399167843""",0,4.05,G.P. Putnam's Sons Books for Young Readers,Hardcover,398,2015,2015,,2021/04/18,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
42771754,"Supernova (Renegades, #3)",Marissa Meyer,"Meyer, Marissa",,"=""1250078385""","=""9781250078384""",4,4.42,Feiwel & Friends,Hardcover,552,2019,2019,2021/04/17,2021/04/10,,,read,,,,1,,,0,,,,,
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250044669""","=""9781250044662""",4,4.14,Feiwel & Friends,Hardcover,556,2017,2017,2021/04/16,2021/04/10,,,read,,,,1,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534635""","=""9780385534635""",4,4.03,Doubleday,Hardcover,387,2011,2011,2021/04/13,2021/04/13,,,read,"I don’t read stand-alone books very often, but I’d heard so much about this book that I thought I’ll give it a try. I was not very impressed by The Night Circus. I won’t say that the book was bad. The writing was excellent and story somewhat interesting but my overall experience was not that great.",,,1,,,0,,,,,
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""0312642989""","=""9780312642983""",5,4.41,Feiwel & Friends,Hardcover,827,2015,2015,2021/04/11,2021/04/07,,,read,,,,1,,,0,,,,,
48829708,To Sleep in a Sea of Stars,Christopher Paolini,"Paolini, Christopher",,"=""1250762847""","=""9781250762849""",0,3.79,Tor Books,Hardcover,878,2020,2020,,2021/04/10,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""0312642970""","=""9780312642976""",5,4.40,Feiwel & Friends,Hardcover,552,2014,2014,2021/04/10,2021/04/07,,,read,,,,1,,,0,,,,,
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",5,4.13,Feiwel & Friends,Hardcover,400,2012,2012,2021/04/08,2021/04/07,,,read,,,,1,,,0,,,,,
8447255,"The Crippled God (Malazan Book of the Fallen, #10)",Steven Erikson,"Erikson, Steven",,"=""0593046358""","=""9780593046357""",0,4.49,Bantam Press,Hardcover,921,2011,2011,,2021/04/07,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
4703427,"Dust of Dreams (Malazan Book of the Fallen, #9)",Steven Erikson,"Erikson, Steven",,"=""0765316552""","=""9780765316554""",0,4.31,Tom Doherty Associates,Mass Market Paperback,1280,2009,2009,,2021/04/07,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
938544,"Toll the Hounds (Malazan Book of the Fallen, #8)",Steven Erikson,"Erikson, Steven",,"=""0765310082""","=""9780765310088""",0,4.36,Tor Books,Hardcover,1008,2008,2008,,2021/04/07,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
459064,"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,"=""0593046315""","=""9780593046319""",0,4.38,Bantam Press,Hardcover,928,2007,2007,,2021/04/07,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
478951,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,"Erikson, Steven",,"=""0553813153""","=""9780553813159""",0,4.46,Bantam,Mass Market Paperback,1203,2007,2006,,2021/04/07,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
345299,"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,"Erikson, Steven",,"=""0553813145""","=""9780553813142""",0,4.39,Bantam,Paperback,960,2005,2004,,2021/04/07,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
55398,"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,"Erikson, Steven",,"=""0765348810""","=""9780765348814""",0,4.34,Tor Fantasy,Mass Market Paperback,1015,2007,2002,,2021/04/07,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
175983,"Memories of Ice (Malazan Book of the Fallen, #3)",Steven Erikson,"Erikson, Steven",,"=""0765348802""","=""9780765348807""",0,4.43,Tor Fantasy,Mass Market Paperback,925,2006,2001,,2021/04/07,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
55401,"Deadhouse Gates (Malazan Book of the Fallen, #2)",Steven Erikson,"Erikson, Steven",,"=""0765310023""","=""9780765310026""",0,4.21,Tor Books,Hardcover,604,2005,2000,,2021/04/07,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
56663640,"Breach of Peace (Lawful Times, #1)",Daniel B. Greene,"Greene, Daniel B.",,"=""""","=""9780578840789""",0,3.63,,ebook,98,2021,2021,,2021/04/06,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510109188""","=""9781510109186""",4,4.41,Orion Children's Books,Paperback,592,2021,2021,2021/03/31,2021/03/15,,,read,,,,1,,,0,,,,,
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,3.89,Bantam,Hardcover,719,2018,2018,,2021/03/27,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
16053513,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.28, Houghton Mifflin Harcourt,Kindle Edition with Audio/Video,322,2012,1937,,2020/02/26,currently-reading,currently-reading (#1),currently-reading,,,,2,,,0,,,,,
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",5,4.25,Roc,Mass Market Paperback,446,2002,2002,2021/03/20,2021/03/10,,,read,,,,1,,,0,,,,,
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.37,"Dragonsteel Entertainment, LLC",Kindle Edition,160,2016,2016,,2020/07/05,,,read,,,,1,,,0,,,,,
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.04,Flatiron Books,Hardcover,459,2019,2019,,2021/03/15,"try_it_later, to-read","try_it_later (#1), to-read (#66)",to-read,,,,0,,,0,,,,,
